date,equity,bh_513100,bh_513870,holding,prem_diff,premium_513100,premium_513870
2024-02-19,99999.99999999999,99999.99999999999,100000.0,513100,1.2780348501623413,2.5216706067769925,1.2436357566146512
2024-02-20,99846.27209838585,99846.27209838585,99340.47815333883,513100,1.7580923547620968,3.095238095238089,1.3371457404759923
2024-02-21,98539.58493466565,98539.58493466565,98351.19538334708,513100,1.4897371478318766,2.232854864433814,0.7431177166019374
2024-02-22,100230.59185242122,100230.59185242122,99917.55976916735,513100,1.5437987197209493,0.9287925696594436,-0.6150061500615057
2024-02-23,101537.27901614142,101537.27901614142,101154.16323165705,513100,1.6409076558235673,2.5621118012422297,0.9212041454186624
2024-02-26,100538.0476556495,100538.0476556495,100494.64138499588,513100,1.3685004472963047,1.631701631701642,0.2632011844053373
2024-02-27,100384.31975403536,100384.31975403536,100494.64138499588,513100,1.1335514341753654,1.240310077519381,0.1067586433440156
2024-02-28,100614.91160645656,100614.91160645656,100824.40230832646,513100,1.068930635707979,2.0265003897116154,0.9575697540036364
2024-02-29,99923.13604919292,99923.13604919292,100164.88046166529,513100,0.983335107527202,0.386100386100395,-0.597234721426807
2024-03-01,101537.27901614142,101537.27901614142,101648.80461665292,513100,1.1293062531505078,0.532724505327237,-0.5965817478232709
2024-03-04,102920.8301306687,102920.8301306687,102720.52761747732,513100,1.463001102581691,2.370030581039749,0.907029478458058
2024-03-05,102152.19062259799,102152.19062259799,101896.12530915086,513100,1.600146555370887,3.5046728971962557,1.9045263418253688
2024-03-06,101767.87086856265,101767.87086856265,101071.7230008244,513100,2.0343748113524804,2.4767801857585163,0.4424053744060357
2024-03-07,101076.095311299,101076.095311299,100824.40230832646,513100,1.5279886955717186,0.2286585365853576,-1.299330158986361
2024-03-08,102767.10222905457,102767.10222905457,102638.08738664468,513100,1.4086915754292586,3.4829721362229047,2.074280560793646
2024-03-11,101229.82321291314,101229.82321291314,101154.16323165705,513100,1.3433480100146782,2.3310023310023333,0.9876543209876552
2024-03-12,101614.14296694851,101614.14296694851,101319.04369332234,513100,1.5333562562048122,1.225114854517612,-0.3082414016872002
2024-03-13,102229.05457340507,102229.05457340507,102225.88623248144,513100,1.31737917363466,2.7820710973724907,1.4646919237378306
2024-03-14,101767.87086856265,101767.87086856265,101896.12530915086,513100,1.1865196999739,2.5561580170410645,1.3696383170671644
2024-03-15,101152.95926210607,101152.95926210607,100906.8425391591,513100,1.5109766426959814,3.0540328895849767,1.5430562468889952
2024-03-18,101152.95926210607,101152.95926210607,100659.52184666117,513100,1.7412320382563196,2.094647013188529,0.3534149749322095
2024-03-19,100614.91160645656,100614.91160645656,100659.52184666117,513100,1.196465511041226,1.237432327919568,0.0409668168783422
2024-03-20,100999.23136049193,100999.23136049193,101154.16323165705,513100,1.0581971258182739,0.4587155963302756,-0.5994815294879983
2024-03-21,102767.10222905457,102767.10222905457,103050.2885408079,513100,0.9644844714626275,1.8278750952018297,0.8633906237392022
2024-03-22,102843.96617986164,102843.96617986164,103050.2885408079,513100,1.0725030379052307,1.749049429657805,0.6765463917525744
2024-03-25,102536.51037663336,102536.51037663336,102885.40807914261,513100,0.8814470706348965,1.7543859649122906,0.8729388942773941
2024-03-26,103074.55803228285,103074.55803228285,103215.1690024732,513100,1.1104920869110018,2.7586206896551753,1.6481286027441735
2024-03-27,103151.42198308994,103151.42198308994,103297.60923330583,513100,1.1165310448619934,2.4427480916030553,1.326217046741062
2024-03-28,102920.8301306687,102920.8301306687,103215.1690024732,513100,0.977092453407735,2.370030581039749,1.392938127632014
2024-03-29,102767.10222905457,102767.10222905457,103050.2885408079,513100,0.9861568043556286,2.2171253822629904,1.2309685779073618
2024-04-01,103305.14988470408,103305.14988470408,103792.25061830171,513100,0.825150669412168,2.5954198473282464,1.7702691779160784
2024-04-02,102997.69408147578,102997.69408147578,103462.48969497113,513100,0.7908580700174865,3.1562740569669088,2.3654159869494222
2024-04-03,101998.46272098385,101998.46272098385,102308.3264633141,513100,0.9562871795410872,1.9984627209838608,1.0421755414427736
2024-04-08,101921.59877017679,101921.59877017679,102308.3264633141,513100,0.8470401781889831,2.2359290670778824,1.3888888888888993
2024-04-09,102075.32667179093,102075.32667179093,102555.64715581202,513100,0.792892658569792,1.996927803379418,1.204035144809626
2024-04-10,102459.64642582629,102459.64642582629,102885.40807914261,513100,0.807059875899744,3.2532920216886168,2.4462321457888727
2024-04-11,101537.27901614142,101537.27901614142,101978.56553998351,513100,0.7828904861896114,0.6859756097560896,-0.0969148764335218
2024-04-12,103074.55803228285,103074.55803228285,103627.37015663642,513100,0.7260924617702877,3.9534883720930183,3.2273959103227305
2024-04-15,102152.19062259799,102152.19062259799,102473.20692497939,513100,0.9632104409667201,4.728132387706861,3.7649219467401407
2024-04-16,99385.08839354342,99385.08839354342,99835.11953833471,513100,0.8270342958297558,1.8110236220472369,0.983989326217481
2024-04-17,99308.22444273636,99308.22444273636,100000.0,513100,0.6069305739997168,3.030303030303033,2.423372456303316
2024-04-18,99077.63259031513,99077.63259031513,99670.23907666942,513100,0.6929241644915729,3.3680834001603697,2.6751592356687968
2024-04-19,97156.03382013836,97156.03382013836,97938.99422918382,513100,0.4817931191579867,3.4369885433715255,2.9551954242135388
